"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"66","03-06",NA,19.97,31.63,29.26,24.58,32.84,21.2,18.09,13.27,59.13,27.05,25.09,NA,13.27,59.13,27.4645454545455,"RO"
"67","03-07",NA,19.56,31.33,28.81,24.12,32.8,20.99,17.73,13.07,59.07,26.64,24.67,NA,13.07,59.07,27.1627272727273,"RO"
"68","03-08",NA,19.1,31.06,28.4,23.8,32.75,20.8,17.4,12.95,59.01,26.14,24.23,NA,12.95,59.01,26.8763636363636,"RO"
"69","03-09",NA,18.66,30.85,28.07,23.48,32.6,20.58,17.12,12.91,58.77,25.66,23.77,NA,12.91,58.77,26.5881818181818,"RO"
"70","03-10",NA,18.3,30.77,27.79,23.08,32.43,20.29,16.94,12.94,58.63,25.14,23.3,NA,12.94,58.63,26.3281818181818,"RO"
"71","03-11",NA,17.98,30.68,27.47,22.75,32.26,20.06,16.8,12.94,58.52,24.63,22.8,NA,12.94,58.52,26.0809090909091,"RO"
"72","03-12",NA,17.69,30.4,27.22,22.46,32.12,19.8,16.62,12.7,58.52,29.97,22.82,NA,12.7,58.52,26.3927272727273,"RO"
"73","03-13",NA,17.4,30.16,26.92,22.24,31.98,19.53,16.43,12.43,58.55,23.72,22.45,NA,12.43,58.55,25.6190909090909,"RO"
"74","03-14",NA,17.12,29.98,26.77,22.07,31.77,19.23,16.26,12.19,58.55,23.42,22.09,NA,12.19,58.55,25.4045454545455,"RO"
"75","03-15",NA,16.86,29.72,26.7,21.97,31.53,18.92,16.12,11.97,58.44,22.97,21.78,NA,11.97,58.44,25.18,"RO"
"76","03-16",NA,16.63,29.3,26.66,21.87,31.15,18.68,16,11.85,58.16,22.51,21.41,NA,11.85,58.16,24.9290909090909,"RO"
"77","03-17",NA,16.48,28.91,26.57,21.7,30.84,18.41,15.93,11.85,57.99,22.03,21.04,NA,11.85,57.99,24.7045454545455,"RO"
"78","03-18",NA,16.42,28.51,26.52,21.4,30.68,18.18,15.72,11.89,57.91,21.57,20.69,NA,11.89,57.91,24.4990909090909,"RO"
"79","03-19",NA,16.36,28.13,26.51,21.05,30.44,18.03,15.42,11.85,57.88,21.1,20.31,NA,11.85,57.88,24.28,"RO"
"80","03-20",NA,16.29,27.81,26.58,20.72,30.28,17.8,15.13,11.75,57.94,20.69,19.97,NA,11.75,57.94,24.0872727272727,"RO"
"81","03-21",NA,16.26,27.57,26.71,20.43,30.1,17.64,14.84,11.58,58.05,20.35,19.63,NA,11.58,58.05,23.9236363636364,"RO"
"82","03-22",NA,16.26,27.18,26.86,20.36,29.9,17.55,14.56,11.48,58.01,19.91,19.4,NA,11.48,58.01,23.77,"RO"
"83","03-23",NA,16.2,26.77,27.02,20.26,29.59,17.46,14.28,11.52,57.66,19.46,19.22,NA,11.52,57.66,23.5854545454545,"RO"
"84","03-24",NA,16.2,26.31,27.18,20.19,29.29,17.4,14.01,11.57,57.26,19.11,19.12,NA,11.57,57.26,23.4218181818182,"RO"
"85","03-25",NA,16.24,25.8,27.33,20.15,29.03,17.3,13.76,11.57,57.05,18.75,19.04,NA,11.57,57.05,23.2745454545455,"RO"
"86","03-26",NA,16.27,25.28,27.41,20.1,28.83,17.17,13.49,11.49,56.95,18.48,18.96,NA,11.49,56.95,23.13,"RO"
"87","03-27",NA,16.31,24.74,27.5,20.09,28.66,16.97,13.22,11.37,56.92,18.23,19,NA,11.37,56.92,23.0009090909091,"RO"
"88","03-28",NA,16.35,24.21,27.58,20.06,28.49,16.82,12.97,11.2,57,18.06,18.95,NA,11.2,57,22.8809090909091,"RO"
"89","03-29",NA,16.34,23.69,27.7,20.01,28.43,16.76,12.71,11.08,57.19,17.81,18.98,NA,11.08,57.19,22.7909090909091,"RO"
"90","03-30",NA,16.32,23.27,27.73,19.88,28.39,16.7,12.55,10.93,57.2,17.62,19.11,NA,10.93,57.2,22.7,"RO"
"91","03-31",NA,16.3,23.06,27.8,19.71,28.39,16.61,12.51,11.33,57.02,17.45,19.25,NA,11.33,57.02,22.6754545454545,"RO"
"92","04-01",NA,16.29,23.04,27.88,19.7,28.51,16.48,12.56,11.44,56.97,17.25,19.46,NA,11.44,56.97,22.6890909090909,"RO"
"93","04-02",NA,16.27,23.05,27.92,19.55,28.62,16.53,12.46,11.44,56.82,17.15,19.65,NA,11.44,56.82,22.6781818181818,"RO"
"94","04-03",NA,16.26,23.04,27.93,19.38,28.74,16.57,12.4,11.43,56.8,17.05,19.32,NA,11.43,56.8,22.6290909090909,"RO"
"95","04-04",NA,16.3,22.88,27.93,19.22,28.88,16.66,13.66,11.47,56.85,16.85,19.2,NA,11.47,56.85,22.7181818181818,"RO"
"96","04-05",NA,16.42,22.75,27.99,19.17,27.44,16.67,13.71,11.49,56.9,16.59,19.17,NA,11.49,56.9,22.5727272727273,"RO"
"97","04-06",NA,16.55,22.66,28.02,19.04,27.61,16.68,13.79,11.6,56.92,16.31,19.23,NA,11.6,56.92,22.5827272727273,"RO"
"98","04-07",NA,16.69,22.57,28.02,18.77,27.9,16.68,13.89,11.74,56.96,16.02,19.25,NA,11.74,56.96,22.59,"RO"
"99","04-08",NA,16.84,22.46,28.03,18.52,28.22,16.68,14.11,11.82,57.02,15.74,19.36,NA,11.82,57.02,22.6181818181818,"RO"
"100","04-09",NA,16.97,22.34,28.04,18.37,28.45,16.73,14.42,11.89,57.18,15.5,19.57,NA,11.89,57.18,22.6781818181818,"RO"
"101","04-10",NA,17.08,22.23,27.99,18.39,28.74,16.79,14.65,12.03,57.42,15.51,20.62,NA,12.03,57.42,22.8590909090909,"RO"
"102","04-11",NA,17.19,22.18,27.85,18.48,29.05,16.91,14.8,12.14,57.63,15.17,19.63,NA,12.14,57.63,22.8209090909091,"RO"
"103","04-12",NA,17.34,22.19,27.68,18.67,29.33,16.97,15.11,12.21,57.85,15.05,19.63,NA,12.21,57.85,22.9118181818182,"RO"
"104","04-13",NA,17.53,22.22,27.56,18.89,29.6,17.06,15.41,12.25,58.06,14.99,19.64,NA,12.25,58.06,23.0190909090909,"RO"
"105","04-14",NA,17.72,22.27,27.55,19.11,29.87,17.19,15.73,12.32,58.18,14.78,19.72,NA,12.32,58.18,23.1309090909091,"RO"
"106","04-15",NA,17.93,22.31,27.5,19.26,30.16,17.36,16.22,12.16,58.22,14.55,19.92,NA,12.16,58.22,23.2354545454545,"RO"
"107","04-16",NA,18.22,22.35,27.33,19.4,30.5,17.58,16.48,12.15,58.29,14.33,20.15,NA,12.15,58.29,23.3436363636364,"RO"
"108","04-17",NA,18.54,22.39,27.15,19.62,30.9,17.76,16.75,12.13,58.47,14.2,20.23,NA,12.13,58.47,23.4672727272727,"RO"
"109","04-18",NA,18.83,22.43,27.02,19.85,31.18,17.84,17.01,12.14,58.69,14.04,20.26,NA,12.14,58.69,23.5718181818182,"RO"
"110","04-19",NA,19.05,22.57,27.01,20.06,31.58,17.67,17.32,12.15,58.93,13.85,20.23,NA,12.15,58.93,23.6745454545455,"RO"
"111","04-20",NA,19.28,22.8,27.07,20.15,31.93,17.35,17.62,12.22,59.12,13.68,20.2,NA,12.22,59.12,23.7654545454545,"RO"
"112","04-21",NA,19.58,23.08,27.22,20.19,32.24,17.03,17.9,12.37,59.31,13.58,20.24,NA,12.37,59.31,23.8854545454545,"RO"
"113","04-22",NA,20,23.43,27.39,20.22,32.52,16.92,18.26,12.46,59.43,13.58,20.4,NA,12.46,59.43,24.0554545454545,"RO"
"114","04-23",NA,20.43,23.78,27.59,20.25,32.73,16.86,18.59,12.54,59.62,13.57,20.61,NA,12.54,59.62,24.2336363636364,"RO"
"115","04-24",NA,20.89,24.12,27.88,20.34,33.01,16.8,18.94,12.65,59.87,14.03,20.96,NA,12.65,59.87,24.4990909090909,"RO"
"116","04-25",NA,21.39,24.45,28.11,20.5,33.2,0.7,19.27,12.9,60.14,13.69,21.28,NA,0.7,60.14,23.2390909090909,"RO"
"117","04-26",NA,21.9,24.82,28.32,20.76,33.33,16.95,19.65,13.2,60.43,13.67,21.47,NA,13.2,60.43,24.9545454545455,"RO"
"118","04-27",NA,22.41,25.23,28.52,20.98,33.33,17.18,20,13.54,60.58,13.63,21.64,NA,13.54,60.58,25.1854545454545,"RO"
"119","04-28",NA,22.97,25.68,28.71,21.2,33.39,17.49,20.39,13.89,60.85,13.57,21.78,NA,13.89,60.85,25.4472727272727,"RO"
"120","04-29",NA,23.56,26.11,28.9,21.36,33.45,17.8,20.83,14.27,61.14,13.54,21.94,NA,14.27,61.14,25.7181818181818,"RO"
"121","04-30",NA,24.16,26.55,29.05,21.53,33.58,18.09,20.85,14.6,61.34,13.63,22.18,NA,14.6,61.34,25.96,"RO"
"122","05-01",NA,24.68,27.02,29.31,21.81,33.84,18.39,21.24,14.89,61.62,13.89,22.45,NA,14.89,61.62,26.2854545454545,"RO"
"123","05-02",NA,25.01,27.46,29.6,22.12,34.16,18.66,21.55,15.21,61.9,14.28,22.69,NA,15.21,61.9,26.6036363636364,"RO"
"124","05-03",NA,25.36,27.91,29.89,22.39,34.47,18.95,21.82,15.6,62.14,14.58,22.92,NA,15.6,62.14,26.9118181818182,"RO"
"125","05-04",NA,25.71,28.36,30.17,22.66,34.66,19.25,22.11,16.02,62.25,14.74,23.14,NA,16.02,62.25,27.1881818181818,"RO"
"126","05-05",NA,26.16,28.85,30.38,22.94,34.88,19.53,22.47,16.43,62.37,14.99,23.39,NA,16.43,62.37,27.49,"RO"
"127","05-06",NA,26.64,29.36,30.56,23.23,35.08,19.84,22.87,16.7,62.47,15.18,23.67,NA,16.7,62.47,27.7818181818182,"RO"
"128","05-07",NA,27.11,29.82,30.76,23.55,35.29,20.19,23.24,16.9,62.55,15.47,24,NA,16.9,62.55,28.08,"RO"
"129","05-08",NA,27.6,30.17,30.99,23.93,35.56,20.47,23.6,17.07,62.69,15.85,24.35,NA,17.07,62.69,28.3890909090909,"RO"
"130","05-09",NA,28.1,30.5,31.23,24.33,35.74,20.73,23.94,17.29,62.92,16.14,24.62,NA,17.29,62.92,28.6854545454545,"RO"
"131","05-10",NA,28.57,30.83,31.5,24.75,35.95,20.92,24.3,17.52,63.2,16.42,24.91,NA,17.52,63.2,28.9881818181818,"RO"
"132","05-11",NA,29.07,31.15,31.79,25.11,36.15,21.18,24.64,17.91,63.48,16.67,25.23,NA,17.91,63.48,29.3072727272727,"RO"
"133","05-12",NA,29.57,31.54,32.08,25.56,36.33,21.24,25.03,18.23,63.73,16.96,25.54,NA,18.23,63.73,29.6190909090909,"RO"
"134","05-13",NA,30.08,31.91,32.35,25.97,36.53,21.75,25.43,18.59,63.94,17.23,25.9,NA,18.59,63.94,29.9709090909091,"RO"
"135","05-14",NA,30.57,32.31,32.58,26.35,36.79,21.81,25.8,18.97,64.19,17.55,26.3,NA,18.97,64.19,30.2927272727273,"RO"
"136","05-15",NA,31.1,32.73,32.81,26.79,37.12,22.35,26.15,19.28,64.42,17.9,26.76,NA,19.28,64.42,30.6736363636364,"RO"
"137","05-16",NA,31.6,33.13,33.05,27.25,37.35,22.65,26.46,19.61,64.69,18.29,27.13,NA,19.61,64.69,31.0190909090909,"RO"
"138","05-17",NA,32.12,33.57,33.3,27.72,37.53,22.94,26.75,19.97,64.99,18.54,27.4,NA,19.97,64.99,31.3481818181818,"RO"
"139","05-18",NA,32.59,33.99,33.58,28.16,37.68,23.23,27.04,20.39,65.21,18.8,27.67,NA,20.39,65.21,31.6672727272727,"RO"
"140","05-19",NA,33.06,34.42,33.87,28.6,37.81,23.54,27.39,20.83,65.45,19.1,27.93,NA,20.83,65.45,32,"RO"
"141","05-20",NA,33.55,34.75,34.14,29.03,37.96,23.87,27.76,21.24,65.66,19.43,28.28,NA,21.24,65.66,32.3336363636364,"RO"
"142","05-21",NA,34.11,35.07,34.41,29.42,38.19,24.19,28.03,21.64,65.83,19.76,28.72,NA,21.64,65.83,32.67,"RO"
"143","05-22",NA,34.68,35.43,34.7,29.86,38.45,24.5,25.62,22.06,66,20.19,29.11,NA,22.06,66,32.7818181818182,"RO"
"144","05-23",NA,35.24,35.85,34.98,30.31,38.69,24.77,25.86,22.46,66.24,20.66,29.43,NA,22.46,66.24,33.1354545454545,"RO"
"145","05-24",NA,35.8,36.2,35.26,30.77,39,25.05,28.82,22.9,66.53,21.09,29.75,NA,22.9,66.53,33.7427272727273,"RO"
"146","05-25",NA,36.37,36.56,35.56,31.17,39.26,25.3,29.1,23.37,66.74,21.42,30.08,NA,23.37,66.74,34.0845454545455,"RO"
"147","05-26",NA,37,36.94,35.85,31.56,39.49,25.59,29.4,23.86,66.89,21.75,30.42,NA,23.86,66.89,34.4318181818182,"RO"
"148","05-27",NA,37.62,37.27,36.12,31.88,39.72,25.89,29.78,24.35,67.03,22,30.75,NA,24.35,67.03,34.7645454545455,"RO"
"149","05-28",NA,38.17,37.61,36.42,32.22,39.91,26.22,30.11,24.83,67.17,22.29,31.1,NA,24.83,67.17,35.0954545454545,"RO"
"150","05-29",NA,38.73,37.96,36.73,32.6,40.22,26.52,27.55,25.33,67.37,22.76,31.47,NA,25.33,67.37,35.2036363636364,"RO"
"151","05-30",NA,39.34,38.3,37.05,32.97,40.55,26.85,27.8,25.83,67.59,23.32,31.77,NA,25.83,67.59,35.5790909090909,"RO"
