"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"80","03-20",46.8,27.84,25.72,18.43,24.24,18.34,18.65,23.17,25.21,67.94,51.09,19.33,NA,18.34,67.94,30.5633333333333,"HU"
"81","03-21",46.58,27.83,25.43,18.39,24.01,18.2,18.72,22.76,25.09,67.87,50.87,19.2,NA,18.2,67.87,30.4125,"HU"
"82","03-22",46.4,27.82,25.07,18.37,23.77,18.07,18.83,22.42,25.04,67.69,50.58,19.15,NA,18.07,67.69,30.2675,"HU"
"83","03-23",46.27,27.86,24.7,18.35,23.51,17.92,18.95,22.07,25.03,67.36,50.32,19.16,NA,17.92,67.36,30.125,"HU"
"84","03-24",46.17,27.94,24.3,18.31,23.28,17.75,19.07,21.77,25.05,67.05,50.18,19.19,NA,17.75,67.05,30.005,"HU"
"85","03-25",46.1,28.03,23.87,18.26,23.1,17.59,19.15,21.48,24.99,66.73,50.05,19.19,NA,17.59,66.73,29.8783333333333,"HU"
"86","03-26",46.09,28.08,23.4,18.26,22.98,17.47,19.21,21.18,24.91,66.49,50.02,19.22,NA,17.47,66.49,29.7758333333333,"HU"
"87","03-27",46,28.12,22.93,18.27,22.82,17.39,19.2,20.95,24.79,66.36,50,19.23,NA,17.39,66.36,29.6716666666667,"HU"
"88","03-28",45.85,28.21,22.48,18.31,22.6,17.31,19.27,20.75,24.69,66.28,49.99,19.24,NA,17.31,66.28,29.5816666666667,"HU"
"89","03-29",45.75,28.25,22.05,18.39,22.4,17.24,19.37,20.51,24.65,66.2,49.96,19.26,NA,17.24,66.2,29.5025,"HU"
"90","03-30",45.68,28.27,21.73,18.47,22.17,17.18,19.42,20.34,24.68,66.02,49.99,19.27,NA,17.18,66.02,29.435,"HU"
"91","03-31",45.63,28.28,21.46,18.55,21.89,17.14,19.46,20.25,24.71,65.83,49.11,19.28,NA,17.14,65.83,29.2991666666667,"HU"
"92","04-01",45.62,28.33,21.14,18.63,21.68,17.15,19.61,20.21,24.71,66.65,49.1,19.27,NA,17.15,66.65,29.3416666666667,"HU"
"93","04-02",45.6,28.37,20.84,18.7,21.45,17.13,19.77,20.26,24.78,66.52,49.26,19.17,NA,17.13,66.52,29.3208333333333,"HU"
"94","04-03",45.65,28.47,20.54,18.78,21.21,17.16,19.94,20.33,24.82,66.46,49.4,19.02,NA,17.16,66.46,29.315,"HU"
"95","04-04",45.69,28.6,20.25,18.89,21.05,17.22,20.09,20.42,24.87,66.45,49.47,18.85,NA,17.22,66.45,29.3208333333333,"HU"
"96","04-05",45.71,28.73,19.98,18.98,20.92,17.34,20.23,20.49,24.94,66.47,49.52,18.82,NA,17.34,66.47,29.3441666666667,"HU"
"97","04-06",45.76,28.87,19.76,19.05,20.77,17.45,20.31,20.61,25.01,66.51,49.42,18.85,NA,17.45,66.51,29.3641666666667,"HU"
"98","04-07",45.84,28.97,19.6,19.14,20.61,17.55,20.32,20.72,25.1,66.56,49.31,18.9,NA,17.55,66.56,29.385,"HU"
"99","04-08",45.86,29.01,19.46,19.24,20.47,17.66,20.39,20.87,25.2,66.62,49.21,18.96,NA,17.66,66.62,29.4125,"HU"
"100","04-09",45.89,29.04,19.41,19.29,20.41,17.72,20.52,21.04,25.3,66.68,49.2,18.99,NA,17.72,66.68,29.4575,"HU"
"101","04-10",45.92,29.07,19.36,19.35,20.38,17.75,20.62,21.2,25.6,66.79,49.24,18.98,NA,17.75,66.79,29.5216666666667,"HU"
"102","04-11",45.95,29.14,19.36,19.41,20.36,17.76,20.75,21.37,25.87,66.89,49.3,18.95,NA,17.76,66.89,29.5925,"HU"
"103","04-12",46.02,29.19,19.37,19.46,20.34,17.81,20.83,21.56,26.07,67.01,49.35,18.92,NA,17.81,67.01,29.6608333333333,"HU"
"104","04-13",46.06,29.27,19.4,19.51,20.32,17.9,20.94,21.78,26.28,67.14,49.32,18.9,NA,17.9,67.14,29.735,"HU"
"105","04-14",46.09,29.39,19.45,19.56,20.3,17.99,21.04,21.98,7.03,67.19,49.29,18.95,NA,7.03,67.19,28.1883333333333,"HU"
"106","04-15",46.12,29.53,19.49,19.6,20.28,18.08,21.14,22.19,26.84,67.23,49.26,19.04,NA,18.08,67.23,29.9,"HU"
"107","04-16",46.18,29.61,19.55,19.65,20.26,18.21,21.26,22.37,27.17,67.29,49.24,19.09,NA,18.21,67.29,29.99,"HU"
"108","04-17",46.23,29.63,19.68,19.72,20.24,18.35,21.34,22.57,27.53,67.4,49.25,19.11,NA,18.35,67.4,30.0875,"HU"
"109","04-18",46.3,29.63,19.82,19.89,20.22,18.47,21.35,22.78,27.96,67.56,49.29,19.1,NA,18.47,67.56,30.1975,"HU"
"110","04-19",46.39,29.71,19.97,20.08,20.18,18.57,21.22,22.98,28.39,67.71,49.28,19.04,NA,18.57,67.71,30.2933333333333,"HU"
"111","04-20",46.47,29.82,20.14,20.28,20.14,18.65,21.1,23.21,28.85,67.84,49.3,19.01,NA,18.65,67.84,30.4008333333333,"HU"
"112","04-21",46.59,29.99,20.31,20.48,20.14,18.7,21.05,23.42,29.34,67.95,49.35,19.04,NA,18.7,67.95,30.53,"HU"
"113","04-22",46.7,30.13,20.48,20.67,20.15,18.78,21.04,23.65,29.8,68.07,49.44,19.05,NA,18.78,68.07,30.6633333333333,"HU"
"114","04-23",46.86,30.27,20.67,20.86,20.18,18.88,21.07,23.88,30.19,68.22,49.52,19.13,NA,18.88,68.22,30.8108333333333,"HU"
"115","04-24",47.04,30.43,20.85,21.08,20.23,18.92,21.12,24.12,30.64,68.37,49.67,19.26,NA,18.92,68.37,30.9775,"HU"
"116","04-25",47.2,30.59,21.04,21.28,20.28,18.88,21.25,24.38,31.14,68.52,49.83,19.37,NA,18.88,68.52,31.1466666666667,"HU"
"117","04-26",47.35,30.78,21.23,21.53,20.33,18.82,21.34,24.62,31.67,68.66,49.88,19.46,NA,18.82,68.66,31.3058333333333,"HU"
"118","04-27",47.5,31,21.45,21.78,20.39,18.8,21.42,24.86,32.18,68.78,49.93,19.68,NA,18.8,68.78,31.4808333333333,"HU"
"119","04-28",47.64,31.24,21.66,22.02,20.43,18.75,21.43,25.11,32.67,68.93,50.03,19.82,NA,18.75,68.93,31.6441666666667,"HU"
"120","04-29",47.77,31.47,21.84,22.28,20.46,18.74,21.45,25.37,33.11,69.12,50.18,20.12,NA,18.74,69.12,31.8258333333333,"HU"
"121","04-30",47.94,31.71,22.03,22.54,20.5,18.83,21.49,25.64,33.55,69.31,50.4,20.33,NA,18.83,69.31,32.0225,"HU"
"122","05-01",48.11,31.95,22.25,22.81,20.55,18.98,21.68,25.92,34.02,69.47,50.74,20.55,NA,18.98,69.47,32.2525,"HU"
"123","05-02",48.26,32.14,22.46,23.08,20.59,19.08,21.88,26.18,34.49,69.63,51.03,20.76,NA,19.08,69.63,32.465,"HU"
"124","05-03",48.39,32.33,22.68,23.32,20.63,19.22,22.06,26.43,34.99,69.77,51.18,20.96,NA,19.22,69.77,32.6633333333333,"HU"
"125","05-04",48.5,32.53,22.89,23.5,20.68,19.36,22.24,26.7,35.43,69.89,51.37,21.25,NA,19.36,69.89,32.8616666666667,"HU"
"126","05-05",48.63,32.74,23.11,23.7,20.73,19.52,22.39,27.01,35.82,70.03,51.51,21.55,NA,19.52,70.03,33.0616666666667,"HU"
"127","05-06",48.74,32.93,23.32,23.91,20.77,19.71,22.59,27.3,36.1,70.14,51.68,21.84,NA,19.71,70.14,33.2525,"HU"
"128","05-07",48.9,33.15,23.53,24.13,20.83,19.9,22.81,27.52,36.46,70.25,51.77,22.2,NA,19.9,70.25,33.4541666666667,"HU"
"129","05-08",49,33.35,23.74,24.36,20.88,20.08,23,27.76,36.84,70.38,51.96,22.56,NA,20.08,70.38,33.6591666666667,"HU"
"130","05-09",49.12,33.53,23.95,24.62,20.94,20.26,23.16,27.98,37.2,70.55,52.2,22.84,NA,20.26,70.55,33.8625,"HU"
"131","05-10",49.28,33.73,24.16,24.88,21,20.42,23.32,28.21,37.65,70.71,52.4,23.18,NA,20.42,70.71,34.0783333333333,"HU"
"132","05-11",49.43,33.94,24.38,25.12,21.04,20.6,23.52,28.54,38.11,70.87,52.64,23.5,NA,20.6,70.87,34.3075,"HU"
"133","05-12",49.58,34.16,24.6,25.33,21.09,20.79,23.76,28.87,38.58,71.02,52.83,23.84,NA,20.79,71.02,34.5375,"HU"
"134","05-13",49.73,34.34,24.82,25.54,21.15,21.01,24.02,29.19,38.95,71.13,53.03,24.25,NA,21.01,71.13,34.7633333333333,"HU"
"135","05-14",49.93,34.53,25.03,25.73,21.21,21.22,24.3,29.46,39.26,71.29,53.23,24.69,NA,21.21,71.29,34.99,"HU"
"136","05-15",50.1,34.73,25.24,25.85,21.27,21.41,24.58,29.7,39.53,71.42,53.53,25.13,NA,21.27,71.42,35.2075,"HU"
"137","05-16",50.23,34.91,25.46,26.05,21.35,21.58,24.74,29.95,39.83,71.57,53.82,25.5,NA,21.35,71.57,35.4158333333333,"HU"
"138","05-17",50.37,35.09,25.67,26.27,21.44,21.72,25.01,30.2,40.23,71.71,54.07,25.78,NA,21.44,71.71,35.63,"HU"
"139","05-18",50.52,35.21,25.89,26.47,21.54,21.88,25.29,30.45,40.72,71.87,54.25,26.14,NA,21.54,71.87,35.8525,"HU"
"140","05-19",50.67,35.36,26.11,26.69,21.64,22.06,25.59,30.78,41.23,72.04,54.38,26.43,NA,21.64,72.04,36.0816666666667,"HU"
"141","05-20",50.82,35.51,26.33,26.91,21.75,22.29,25.9,31.12,41.71,72.19,54.52,26.72,NA,21.75,72.19,36.3141666666667,"HU"
"142","05-21",51.02,35.66,26.54,27.15,21.86,22.51,26.2,31.44,42.2,72.33,54.71,27.06,NA,21.86,72.33,36.5566666666667,"HU"
"143","05-22",51.22,35.77,26.76,27.39,21.98,22.75,26.49,31.76,42.68,72.46,54.97,27.39,NA,21.98,72.46,36.8016666666667,"HU"
"144","05-23",51.37,35.9,26.97,27.62,22.1,23.01,26.65,32.07,43.14,72.62,55.22,27.68,NA,22.1,72.62,37.0291666666667,"HU"
"145","05-24",51.57,36.05,27.19,27.82,22.23,23.23,26.72,32.39,43.64,72.78,55.47,27.97,NA,22.23,72.78,37.255,"HU"
"146","05-25",51.74,36.19,27.4,28.04,22.36,23.45,26.9,32.72,44.18,72.93,55.74,28.33,NA,22.36,72.93,37.4983333333333,"HU"
"147","05-26",51.9,36.37,27.6,28.25,22.47,23.7,27.05,33.06,44.73,73.06,55.95,28.77,NA,22.47,73.06,37.7425,"HU"
"148","05-27",52.07,36.56,27.75,28.46,22.6,23.94,27.23,33.4,45.26,73.19,56.16,29.19,NA,22.6,73.19,37.9841666666667,"HU"
"149","05-28",52.28,36.74,27.92,28.61,22.69,24.17,27.39,33.71,45.78,73.33,56.38,29.6,NA,22.69,73.33,38.2166666666667,"HU"
"150","05-29",52.45,36.87,28.1,28.78,22.81,24.44,27.56,34.02,46.31,73.45,56.67,29.99,NA,22.81,73.45,38.4541666666667,"HU"
"151","05-30",52.56,37.02,28.23,28.97,22.94,24.69,27.72,34.35,46.74,73.59,56.94,30.32,NA,22.94,73.59,38.6725,"HU"
