"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"63","03-03",41.5,55.13,32.09,41.65,30.87,31.08,21.19,18.87,28.08,80.09,44.67,23.84,NA,18.87,80.09,37.4216666666667,"SK"
"64","03-04",41.09,54.82,31.47,41.46,30.25,30.88,20.99,18.24,28.15,79.82,44.86,23.61,NA,18.24,79.82,37.1366666666667,"SK"
"65","03-05",40.82,54.5,30.84,41.39,29.66,30.74,20.77,17.44,28.16,79.56,44.99,23.47,NA,17.44,79.56,36.8616666666667,"SK"
"66","03-06",40.56,54.12,30.26,41.29,29.14,30.56,20.51,16.69,28.08,79.27,44.84,23.34,NA,16.69,79.27,36.555,"SK"
"67","03-07",40.1,53.7,29.74,41.14,28.63,30.32,20.17,15.99,28,79.15,44.71,23.09,NA,15.99,79.15,36.2283333333333,"SK"
"68","03-08",39.6,53.3,29.13,41.15,28.2,30.06,19.85,15.46,27.98,79.02,44.52,22.81,NA,15.46,79.02,35.9233333333333,"SK"
"69","03-09",39.27,53,28.68,41.18,27.8,29.83,19.51,14.99,28.08,78.79,44.22,22.25,NA,14.99,78.79,35.6333333333333,"SK"
"70","03-10",39.05,52.63,28.23,41.17,27.45,29.61,19.23,14.78,28.19,78.53,43.97,22.08,NA,14.78,78.53,35.41,"SK"
"71","03-11",38.8,52.4,27.77,41.12,27.12,29.51,18.95,14.63,28.16,78.4,43.78,21.88,NA,14.63,78.4,35.21,"SK"
"72","03-12",38.74,52.14,27.22,41.06,26.78,29.39,18.66,14.5,27.94,78.32,43.68,21.85,NA,14.5,78.32,35.0233333333333,"SK"
"73","03-13",38.69,51.81,26.61,41.01,26.37,29.29,18.33,14.46,27.77,78.11,43.7,21.84,NA,14.46,78.11,34.8325,"SK"
"74","03-14",38.61,51.51,25.74,40.93,25.97,29.16,18.04,14.44,27.6,77.95,43.72,21.75,NA,14.44,77.95,34.6183333333333,"SK"
"75","03-15",38.52,51.23,25.03,40.93,25.62,29,17.75,14.29,27.63,78.97,43.59,21.7,NA,14.29,78.97,34.5216666666667,"SK"
"76","03-16",38.47,51,24.33,40.97,25.28,28.71,17.56,14.23,27.71,78.74,43.5,21.67,NA,14.23,78.74,34.3475,"SK"
"77","03-17",38.36,50.82,23.72,40.93,24.7,28.55,17.38,13.94,27.82,78.57,43.3,21.64,NA,13.94,78.57,34.1441666666667,"SK"
"78","03-18",38.16,50.7,23.1,40.85,24.3,28.37,17.18,13.57,27.87,78.39,43.06,21.63,NA,13.57,78.39,33.9316666666667,"SK"
"79","03-19",38,50.51,22.46,40.82,23.92,28.33,16.97,12.9,27.98,78.3,42.85,21.81,NA,12.9,78.3,33.7375,"SK"
"80","03-20",37.86,50.33,21.63,40.81,23.63,28.26,16.85,12.28,28.16,78.18,42.67,21.98,NA,12.28,78.18,33.5533333333333,"SK"
"81","03-21",37.69,50.14,21.02,40.83,23.3,28.22,16.72,11.76,28.4,78.09,42.49,21.99,NA,11.76,78.09,33.3875,"SK"
"82","03-22",37.54,50.02,20.2,40.86,22.99,28.03,16.62,11.21,28.67,77.92,42.24,22.1,NA,11.21,77.92,33.2,"SK"
"83","03-23",37.44,49.9,19.36,40.9,22.56,27.85,16.59,10.71,29.1,77.66,42.03,22.31,NA,10.71,77.66,33.0341666666667,"SK"
"84","03-24",37.31,49.86,18.5,40.82,22.22,27.71,16.61,10.53,29.57,77.43,41.87,22.56,NA,10.53,77.43,32.9158333333333,"SK"
"85","03-25",37.21,49.82,17.83,40.69,21.94,27.57,16.67,10.33,29.91,77.23,41.8,22.89,NA,10.33,77.23,32.8241666666667,"SK"
