"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"34","02-03",0,94.56,88.3,47.81,52.24,38.06,45.39,66.09,76.9,78.65,54.19,79.26,NA,0,94.56,60.1208333333333,"PT"
"35","02-04",0,94.56,88.35,47.32,52.24,38.06,46.08,66.09,76.9,77.64,53.54,79.26,NA,0,94.56,60.0033333333333,"PT"
"36","02-05",0,91.74,88.3,46.84,52.24,38.06,46.62,66.09,76.03,76.87,54.01,79.75,NA,0,91.74,59.7125,"PT"
"37","02-06",0,86.48,88.5,46.85,52.24,38.06,46.64,64.29,75.19,76.09,54.74,80.41,NA,0,88.5,59.1241666666667,"PT"
"38","02-07",0,86.63,88.45,46.7,52.24,38.06,46.64,62.88,75.19,75.11,55.49,80.41,NA,0,88.45,58.9833333333333,"PT"
"39","02-08",0,85.96,88.45,47.17,52.24,38.06,46,62.88,75.67,75.11,56.24,79.36,NA,0,88.45,58.9283333333333,"PT"
"40","02-09",0,85.38,86.98,47.23,52.24,38.48,45.33,61.93,76.37,75.77,56.94,79.36,NA,0,86.98,58.8341666666667,"PT"
"41","02-10",0,85.77,84.32,46.62,52.24,38.48,44.43,61.93,77.12,76.15,57.32,78.09,NA,0,85.77,58.5391666666667,"PT"
"42","02-11",0,85.77,84.32,45.97,52.23,38.48,44.88,61.93,77.63,75.37,57.83,78.09,NA,0,85.77,58.5416666666667,"PT"
"43","02-12",0,85.77,80.49,45.48,52.23,38.48,45.41,60.69,77.63,74.39,58.56,78.09,NA,0,85.77,58.1016666666667,"PT"
"44","02-13",0,84.05,76.51,45.54,52.23,38.48,45.41,59.94,76.45,73.62,59.32,78.79,NA,0,84.05,57.5283333333333,"PT"
"45","02-14",0,82.45,73.29,45.72,52.23,38.48,45.41,59.94,76.91,72.72,59.91,79.32,NA,0,82.45,57.1983333333333,"PT"
"46","02-15",0,82.46,73.29,45.99,52.23,38.48,45.41,58.21,77.55,73.33,60.47,79.33,NA,0,82.46,57.2291666666667,"PT"
"47","02-16",0,81.87,73.29,45.65,52.23,38.48,45.41,58.21,78.19,74.1,61.25,79.59,NA,0,81.87,57.3558333333333,"PT"
"48","02-17",0,81.87,73.29,44.94,52.23,38.43,45.41,58.21,78.89,74.41,61.94,79.59,NA,0,81.87,57.4341666666667,"PT"
