"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"52","02-21",NA,NA,NA,NA,NA,NA,NA,7.3,7.32,49.05,35.51,6.74,NA,7.3,49.05,21.184,"SE"
"53","02-22",NA,NA,NA,NA,NA,NA,NA,7.3,7.32,49.05,35.48,6.74,NA,7.3,49.05,21.178,"SE"
"54","02-23",NA,NA,NA,NA,NA,NA,NA,7.3,7.32,49.05,32.38,6.74,NA,7.3,49.05,20.558,"SE"
"55","02-24",NA,NA,NA,NA,NA,NA,NA,7.3,7.32,49.05,28.02,6.74,NA,7.3,49.05,19.686,"SE"
"56","02-25",NA,NA,NA,NA,NA,NA,NA,7.3,7.32,49.05,23.67,6.74,NA,7.3,49.05,18.816,"SE"
"57","02-26",NA,NA,NA,NA,NA,NA,NA,7.3,7.32,45.25,23.49,6.74,NA,7.3,45.25,18.02,"SE"
"58","02-27",NA,NA,NA,NA,NA,NA,NA,7.3,7.32,39.77,23.49,6.74,NA,7.3,39.77,16.924,"SE"
"59","02-28",NA,NA,NA,NA,NA,NA,NA,7.3,7.32,38.75,23.49,6.74,NA,7.3,38.75,16.72,"SE"
"60","02-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,38.75,NA,NA,NA,NA,NA,NA,"SE"
"61","03-01",NA,NA,NA,NA,NA,NA,NA,7.3,7.32,38.75,23.49,6.74,NA,7.3,38.75,16.72,"SE"
"62","03-02",NA,NA,NA,NA,NA,NA,NA,7.3,7.32,38.75,23.49,6.74,NA,7.3,38.75,16.72,"SE"
"63","03-03",NA,NA,NA,NA,NA,NA,NA,7.3,7.32,35.32,23.49,6.74,NA,7.3,35.32,16.034,"SE"
"64","03-04",NA,NA,NA,NA,NA,NA,NA,7.3,7.32,35.32,23.49,6.74,NA,7.3,35.32,16.034,"SE"
"65","03-05",NA,NA,NA,NA,NA,NA,NA,7.3,7.32,35.32,23.49,6.74,NA,7.3,35.32,16.034,"SE"
"66","03-06",NA,NA,NA,NA,NA,NA,NA,7.3,7.32,35.32,23.49,6.74,NA,7.3,35.32,16.034,"SE"
