"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"100","04-09",31.67,23.36,6.69,28.58,17.13,22.4,22.14,3.28,32.5,34.3,22.72,22.9,NA,3.28,34.3,22.31,"Frankrijk"
"101","04-10",32.06,23.42,6.56,28.73,17.23,22.7,22.46,3.27,32.73,35.1,22.72,23.09,NA,3.27,35.1,22.51,"Frankrijk"
"102","04-11",32.05,23.43,6.72,28.9,17.4,22.87,22.76,3.31,32.9,35.93,22.66,23.45,NA,3.31,35.93,22.7,"Frankrijk"
"103","04-12",32.06,23.34,6.93,29.14,17.6,23.08,23.11,3.31,33.08,36.75,22.18,23.91,NA,3.31,36.75,22.87,"Frankrijk"
"104","04-13",32.15,23.31,7.25,29.39,17.71,23.29,23.41,3.37,33.4,37.55,21.72,24.43,NA,3.37,37.55,23.08,"Frankrijk"
"105","04-14",32.3,23.38,7.71,29.56,17.83,23.5,23.63,3.45,33.63,38.2,21.37,24.77,NA,3.45,38.2,23.28,"Frankrijk"
"106","04-15",32.41,23.39,7.96,29.6,17.96,23.77,23.84,3.8,33.99,38.89,20.93,25.42,NA,3.8,38.89,23.5,"Frankrijk"
"107","04-16",32.67,23.01,8.28,29.7,18.11,24.05,23.93,3.99,34.48,39.69,20.57,26.15,NA,3.99,39.69,23.72,"Frankrijk"
"108","04-17",32.91,22.65,8.64,29.92,18.32,24.27,24.13,4.32,35.07,40.51,20.43,26.9,NA,4.32,40.51,24.01,"Frankrijk"
"109","04-18",33.06,22.31,9.04,30.18,18.58,24.31,24.7,4.72,35.85,41.32,20.39,27.64,NA,4.72,41.32,24.34,"Frankrijk"
"110","04-19",33.31,22.01,9.33,30.5,18.79,24.47,24.7,5.16,36.65,42.13,20.17,28.12,NA,5.16,42.13,24.61,"Frankrijk"
"111","04-20",33.59,21.79,9.56,30.83,18.92,24.68,24.66,5.62,37.44,42.87,20.19,28.59,NA,5.62,42.87,24.9,"Frankrijk"
"112","04-21",33.82,21.75,9.81,31.18,19.06,24.92,24.75,6.12,38.24,43.58,20.29,28.79,NA,6.12,43.58,25.19,"Frankrijk"
"113","04-22",34.05,21.71,9.99,31.46,19.25,25.19,25.04,6.63,39.04,44.3,20.6,29.28,NA,6.63,44.3,25.54,"Frankrijk"
"114","04-23",34.29,21.53,10.22,31.76,19.36,25.48,25.27,7.05,39.77,45.09,20.9,29.88,NA,7.05,45.09,25.88,"Frankrijk"
"115","04-24",34.54,21.39,10.55,31.98,19.56,25.63,25.44,7.52,40.36,45.91,21.64,30.43,NA,7.52,45.91,26.25,"Frankrijk"
"116","04-25",34.78,21.41,10.95,32.25,19.9,25.69,25.59,7.97,40.83,46.72,22.36,30.75,NA,7.97,46.72,26.6,"Frankrijk"
"117","04-26",35,21.49,11.36,32.5,20.26,25.61,25.55,8.43,41.14,47.49,22.5,31.06,NA,8.43,47.49,26.87,"Frankrijk"
"118","04-27",35.28,21.69,11.65,32.72,20.43,25.51,25.44,8.91,41.58,48.28,22.56,31.43,NA,8.91,48.28,27.12,"Frankrijk"
"119","04-28",35.54,22.11,11.93,32.8,20.61,25.45,25.45,9.4,41.9,49.07,22.67,31.91,NA,9.4,49.07,27.4,"Frankrijk"
"120","04-29",35.68,22.53,12.19,32.94,20.76,25.41,25.67,9.85,42.08,49.87,22.82,32.43,NA,9.85,49.87,27.69,"Frankrijk"
"121","04-30",35.94,22.8,12.48,33.32,20.92,25.56,25.92,10.15,42.36,50.62,22.83,33.06,NA,10.15,50.62,28,"Frankrijk"
"122","05-01",36.32,23.07,12.87,33.63,21.2,25.8,26.19,10.55,43.09,51.36,23.1,33.65,NA,10.55,51.36,28.4,"Frankrijk"
"123","05-02",36.64,23.28,13.31,33.93,21.48,25.91,26.29,10.94,43.69,52.09,23.34,34.18,NA,10.94,52.09,28.76,"Frankrijk"
"124","05-03",36.76,23.53,13.79,34.28,21.79,26.26,26.46,11.31,44.26,52.84,23.48,34.8,NA,11.31,52.84,29.13,"Frankrijk"
"125","05-04",36.91,23.81,14.25,34.66,22.1,26.76,26.64,11.75,44.82,53.55,23.52,35.39,NA,11.75,53.55,29.51,"Frankrijk"
"126","05-05",37.03,24.11,14.72,34.96,22.44,27.39,26.86,12.31,45.25,54.29,23.36,35.95,NA,12.31,54.29,29.89,"Frankrijk"
"127","05-06",37.29,24.35,15.18,35.27,22.74,28.02,27.1,12.9,45.49,55.06,23.22,36.58,NA,12.9,55.06,30.27,"Frankrijk"
"128","05-07",37.82,24.52,15.7,35.62,23.04,28.64,27.32,13.46,45.91,55.83,23.2,37.24,NA,13.46,55.83,30.69,"Frankrijk"
