"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"180","06-28",0,95.87,78.49,72.07,48.9,50.45,55.74,66.77,74.31,100,67.48,92.31,NA,0,100,66.87,"Portugal"
"181","06-29",0,95.87,78.49,72.07,48.9,48.73,55.74,66.77,74.87,100,67.5,92.31,NA,0,100,66.77,"Portugal"
"182","06-30",0,95.87,78.49,72.07,48.9,47.49,56.21,66.77,75.66,100,67.8,92.75,NA,0,100,66.83,"Portugal"
"183","07-01",0,95.87,78.49,72.07,47.29,46.5,56.91,66.77,76.2,100,68.48,92.99,NA,0,100,66.8,"Portugal"
"184","07-02",0,95.32,78.49,72.07,47.29,46.5,57.64,66.77,75.12,99.98,69.15,93.56,NA,0,99.98,66.82,"Portugal"
"185","07-03",0,95.87,78.49,72.07,47.29,47.06,58.38,65.81,74.25,99.98,69.86,94.19,NA,0,99.98,66.94,"Portugal"
"186","07-04",0,95.87,78.22,70.83,47.29,47.09,58.6,65.61,73.13,99.98,70.64,94.78,NA,0,99.98,66.84,"Portugal"
"187","07-05",0,95.87,78.22,70.83,47.29,46.36,58.6,65.21,72.02,99.98,71.27,94.78,NA,0,99.98,66.7,"Portugal"
"188","07-06",0,95.87,78.22,70.83,47.29,45.11,58.6,64.19,71.22,99.98,71.27,94.78,NA,0,99.98,66.45,"Portugal"
"189","07-07",0,95.87,78.22,70.83,45.67,44.3,58.6,64.19,71.22,99.98,71.89,94.78,NA,0,99.98,66.3,"Portugal"
"190","07-08",0,95.87,78.22,70.83,41.78,44.13,59.09,64.5,70.07,99.01,72.63,94.78,NA,0,99.01,65.91,"Portugal"
"191","07-09",0,95.87,78.22,70.83,41.78,44.13,59.09,64.5,68.27,99.01,73.33,94.78,NA,0,99.01,65.82,"Portugal"
