"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"47","02-16",63.91,72.35,58.75,79.13,42.13,50.24,23.23,30.55,50.74,58.04,32.64,23.48,NA,23.23,79.13,48.77,"Nederland"
"48","02-17",63.73,72.15,58.22,79.05,41.38,49.66,22.79,29.77,47.64,57.84,32.29,23.41,NA,22.79,79.05,48.16,"Nederland"
"49","02-18",63.58,72.17,57.48,78.89,40.56,49.07,22.52,28.96,50.64,57.55,32.1,23.24,NA,22.52,78.89,48.06,"Nederland"
"50","02-19",63.47,72.14,56.8,78.77,39.76,48.54,22.25,27.97,50.56,57.07,31.84,23.07,NA,22.25,78.77,47.69,"Nederland"
"51","02-20",63.26,72.01,56.03,78.72,38.97,48.26,21.97,27.12,50.4,56.64,31.74,22.91,NA,21.97,78.72,47.34,"Nederland"
"52","02-21",63,71.78,55.19,78.68,38.22,48.03,21.81,26.18,49.01,56.3,31.61,22.61,NA,21.81,78.68,46.87,"Nederland"
"53","02-22",62.69,71.65,54.49,78.6,37.52,47.68,21.61,25.39,50.22,56.16,31.39,22.31,NA,21.61,78.6,46.64,"Nederland"
"54","02-23",62.47,71.57,53.74,78.5,37,47.22,21.31,24.66,50.17,56,31.25,22.1,NA,21.31,78.5,46.33,"Nederland"
"55","02-24",62.28,71.52,53.04,78.43,36.43,46.71,20.91,23.84,50.15,55.67,31.28,21.74,NA,20.91,78.43,46,"Nederland"
"56","02-25",62.3,71.55,52.35,78.38,35.71,46.21,20.55,23.03,50.07,55.32,31.11,21.54,NA,20.55,78.38,45.68,"Nederland"
"57","02-26",62.32,71.55,51.91,78.18,34.97,45.75,20.35,21.87,50.03,54.69,30.97,21.46,NA,20.35,78.18,45.34,"Nederland"
"58","02-27",62.2,71.43,51.54,78.06,34.25,45.44,20.08,20.77,49.95,54.11,30.75,21.44,NA,20.08,78.06,45,"Nederland"
"59","02-28",62.06,71.34,51.21,77.99,33.64,45.1,19.65,19.4,49.9,53.76,30.52,21.27,NA,19.4,77.99,44.65,"Nederland"
"61","03-01",61.94,70.9,50.98,77.85,33.17,43.73,19.22,18.26,49.84,53.11,30.12,21.05,NA,18.26,77.85,44.18,"Nederland"
"62","03-02",61.79,70.79,50.77,77.72,32.73,43.05,18.84,17.31,49.92,52.67,29.84,20.88,NA,17.31,77.72,43.86,"Nederland"
"63","03-03",61.46,70.8,50.52,77.47,32.19,42.29,18.6,15.95,50.03,52.16,29.59,20.7,NA,15.95,77.47,43.48,"Nederland"
"64","03-04",61.23,70.78,50.14,77.23,31.68,41.47,18.67,15.35,50.11,51.57,29.05,20.53,NA,15.35,77.23,43.15,"Nederland"
"65","03-05",61.08,70.62,49.91,77.08,31.19,40.94,18.64,14.92,50.22,51.07,28.56,20.42,NA,14.92,77.08,42.89,"Nederland"
"66","03-06",61.05,70.33,49.73,76.9,30.78,40.33,18.25,14.57,50.38,50.65,28.2,20.25,NA,14.57,76.9,42.62,"Nederland"
"67","03-07",60.98,70.1,49.55,76.9,30.64,39.4,17.81,14.12,50.16,50.36,27.78,20,NA,14.12,76.9,42.32,"Nederland"
"68","03-08",60.92,69.94,49.38,76.93,30.53,38.73,17.45,13.66,50.11,50.02,27.33,19.96,NA,13.66,76.93,42.08,"Nederland"
"69","03-09",60.75,69.82,49.21,76.95,30.27,37.97,17.24,13.21,50.23,49.77,26.99,19.97,NA,13.21,76.95,41.87,"Nederland"
"70","03-10",60.64,69.72,48.95,76.94,29.96,37.19,17.18,13.03,50.28,49.36,26.65,20.03,NA,13.03,76.94,41.66,"Nederland"
"71","03-11",60.58,69.69,48.53,76.85,29.79,36.42,17.15,12.91,49.99,49.16,26.54,20.11,NA,12.91,76.85,41.48,"Nederland"
"72","03-12",60.51,69.62,48.08,76.73,29.53,35.88,17.16,12.63,49.78,48.76,26.29,20.19,NA,12.63,76.73,41.26,"Nederland"
"73","03-13",60.41,69.52,47.74,76.74,29.22,35.37,16.97,12.1,49.59,48.29,26.11,20.23,NA,12.1,76.74,41.02,"Nederland"
"74","03-14",60.35,69.41,47.44,76.75,28.8,34.73,16.88,11.92,49.4,47.94,25.94,20.16,NA,11.92,76.75,40.81,"Nederland"
"75","03-15",60.14,69.23,47.15,76.77,28.47,34,16.77,11.59,49.29,47.71,25.72,20.03,NA,11.59,76.77,40.57,"Nederland"
"76","03-16",59.69,69.12,46.91,76.79,27.96,33.31,16.75,11.37,49.29,47.44,25.39,20,NA,11.37,76.79,40.34,"Nederland"
"77","03-17",59.19,69.11,46.73,76.78,27.74,32.79,16.76,10.83,49.27,47.24,25.06,19.99,NA,10.83,76.78,40.12,"Nederland"
"78","03-18",59.04,69.11,46.45,76.75,27.42,32.25,16.73,10.23,49.03,47.02,24.63,19.96,NA,10.23,76.75,39.88,"Nederland"
"79","03-19",59.07,69.04,46.18,76.76,27.08,31.96,16.76,9.64,48.82,46.86,24.26,20,NA,9.64,76.76,39.7,"Nederland"
"80","03-20",59.1,68.98,45.93,76.79,26.65,31.67,16.74,9.24,48.69,46.61,23.97,19.88,NA,9.24,76.79,39.52,"Nederland"
"81","03-21",59.17,68.97,45.71,76.79,26.23,31.16,16.76,8.77,48.63,46.41,23.78,19.86,NA,8.77,76.79,39.35,"Nederland"
"82","03-22",59.21,68.94,45.47,76.75,25.86,30.74,16.71,8.4,48.74,46.06,23.49,19.79,NA,8.4,76.75,39.18,"Nederland"
"83","03-23",59.19,68.94,45.14,76.66,25.32,30.44,16.75,8.05,48.75,45.75,23.3,19.79,NA,8.05,76.66,39.01,"Nederland"
"84","03-24",59.07,68.97,44.68,76.57,24.95,30.13,16.82,7.88,48.75,45.5,23.2,19.85,NA,7.88,76.57,38.86,"Nederland"
"85","03-25",58.94,69.03,44.18,76.52,24.73,30.03,16.9,7.83,48.58,45.35,23.07,19.97,NA,7.83,76.52,38.76,"Nederland"
"86","03-26",58.71,68.99,43.86,76.5,24.48,30.13,16.98,7.58,48.38,45.26,23.12,20.11,NA,7.58,76.5,38.67,"Nederland"
"87","03-27",58.6,68.96,43.66,76.57,24.24,30.27,16.98,7.18,48.32,45.23,23.03,20.18,NA,7.18,76.57,38.6,"Nederland"
"88","03-28",58.5,68.98,43.48,76.47,24.18,30.33,16.99,6.8,48.34,45.25,23,20.22,NA,6.8,76.47,38.55,"Nederland"
"89","03-29",58.39,68.87,43.38,76.68,24.12,30.22,17.02,6.45,48.5,45.16,22.94,20.31,NA,6.45,76.68,38.5,"Nederland"
"90","03-30",58.28,68.87,43.35,76.92,23.94,30.16,17.1,6.19,48.73,44.58,22.92,20.33,NA,6.19,76.92,38.45,"Nederland"
"91","03-31",58.17,68.92,43.33,77.08,23.67,30.12,17.14,6.36,48.98,44.29,22.93,20.76,NA,6.36,77.08,38.48,"Nederland"
"92","04-01",58.02,68.88,43.37,77.32,23.44,30.13,17.66,6.29,49.38,44.09,23,21.26,NA,6.29,77.32,38.57,"Nederland"
"93","04-02",58,68.84,43.43,77.53,23.41,30.42,18.19,6.38,49.48,44.07,23,21.01,NA,6.38,77.53,38.65,"Nederland"
"94","04-03",57.97,68.8,43.48,77.73,23.47,30.87,18.62,6.47,49.36,43.99,23.03,20.82,NA,6.47,77.73,38.72,"Nederland"
"95","04-04",58.03,68.76,43.54,77.89,23.54,31.19,18.96,6.65,49.15,44.09,23.05,20.6,NA,6.65,77.89,38.79,"Nederland"
"96","04-05",58.04,68.76,43.72,78.09,23.63,31.31,19.28,6.54,49.03,44.27,22.81,20.45,NA,6.54,78.09,38.83,"Nederland"
"97","04-06",58.11,68.84,43.93,78.33,23.71,31.72,19.35,6.71,49.11,44.37,22.29,20.52,NA,6.71,78.33,38.92,"Nederland"
"98","04-07",58.16,68.91,44.15,78.54,23.84,31.54,19.51,7.14,49.32,44.55,21.77,20.68,NA,7.14,78.54,39.01,"Nederland"
"99","04-08",58.28,68.99,44.14,78.76,23.87,31.58,19.92,7.62,49.39,44.79,21.47,20.8,NA,7.62,78.76,39.13,"Nederland"
"100","04-09",58.43,68.94,44.27,78.97,23.97,31.94,20.42,8.03,49.51,45.06,21.21,20.95,NA,8.03,78.97,39.31,"Nederland"
"101","04-10",58.71,68.9,44.42,79.19,24.11,32.38,20.84,8.32,49.42,45.28,20.95,21.09,NA,8.32,79.19,39.47,"Nederland"
"102","04-11",58.99,68.87,44.69,79.29,24.25,32.79,21.22,8.55,49.24,45.55,20.66,21.16,NA,8.55,79.29,39.61,"Nederland"
"103","04-12",59.26,68.95,44.95,79.56,24.39,33.1,21.55,8.53,48.8,46.23,20.05,21.42,NA,8.53,79.56,39.73,"Nederland"
"104","04-13",59.51,69.02,45.4,79.82,24.49,33.28,21.91,8.81,48.61,46.5,19.6,21.71,NA,8.81,79.82,39.89,"Nederland"
"105","04-14",59.71,69.19,45.88,80.09,24.75,33.48,22.34,9.3,48.52,46.61,19.2,22.09,NA,9.3,80.09,40.1,"Nederland"
"106","04-15",59.86,69.43,46.25,80.15,25.09,33.69,22.84,10.32,48.53,46.84,18.81,22.52,NA,10.32,80.15,40.36,"Nederland"
"107","04-16",60.12,69.6,46.54,80.26,25.38,33.91,23.32,10.76,48.42,47.11,18.57,23.04,NA,10.76,80.26,40.59,"Nederland"
"108","04-17",60.4,69.65,46.87,80.37,25.66,34.14,23.78,11.33,48.49,47.43,18.48,23.55,NA,11.33,80.37,40.85,"Nederland"
"109","04-18",60.69,69.66,47.16,80.35,26.02,34.25,23.99,11.92,48.88,47.85,18.51,24.07,NA,11.92,80.35,41.11,"Nederland"
"110","04-19",60.9,69.67,47.43,80.44,26.38,34.35,23.8,12.45,49.34,48.27,18.41,24.43,NA,12.45,80.44,41.32,"Nederland"
"111","04-20",61.15,69.68,47.83,80.62,26.76,34.5,23.66,12.96,49.82,48.69,18.29,24.83,NA,12.96,80.62,41.57,"Nederland"
"112","04-21",61.43,69.87,48.24,80.74,27.02,34.79,23.74,13.63,50.31,49.15,18.28,25.18,NA,13.63,80.74,41.87,"Nederland"
"113","04-22",61.73,70.12,48.63,80.73,27.3,35.15,24.12,14.35,50.77,49.59,18.22,25.53,NA,14.35,80.73,42.19,"Nederland"
"114","04-23",62.06,70.32,48.94,80.75,27.59,35.39,24.48,14.96,51.16,49.96,18.15,25.94,NA,14.96,80.75,42.48,"Nederland"
"115","04-24",62.36,70.43,49.33,80.75,27.93,35.54,24.78,15.35,51.64,50.37,18.15,26.36,NA,15.35,80.75,42.75,"Nederland"
"116","04-25",62.69,70.51,49.72,80.75,28.26,35.46,25.02,15.62,51.95,50.77,18.09,26.59,NA,15.62,80.75,42.95,"Nederland"
"117","04-26",62.94,70.55,50.12,80.77,28.61,35.31,25.22,16.11,52.23,51.13,18.08,26.8,NA,16.11,80.77,43.16,"Nederland"
"118","04-27",63.21,70.58,50.5,80.68,28.86,35.03,25.44,16.55,52.66,51.47,18.09,27.05,NA,16.55,80.68,43.34,"Nederland"
"119","04-28",63.45,70.74,50.88,80.59,29.07,34.8,25.67,17.04,53.03,51.71,18.1,27.35,NA,17.04,80.59,43.54,"Nederland"
"120","04-29",63.73,71.03,51.12,80.74,29.25,34.68,25.94,17.54,53.27,52.05,18,27.62,NA,17.54,80.74,43.75,"Nederland"
"121","04-30",64.07,71.29,51.36,80.84,29.62,34.73,26.28,17.91,53.53,52.47,17.9,27.93,NA,17.91,80.84,43.99,"Nederland"
"122","05-01",64.34,71.49,51.78,81.07,30.08,34.85,26.45,18.29,53.9,52.87,17.9,28.3,NA,18.29,81.07,44.28,"Nederland"
"123","05-02",64.52,71.64,52.14,81.16,30.62,35.18,26.75,18.64,54.27,53.26,17.92,28.63,NA,18.64,81.16,44.56,"Nederland"
"124","05-03",64.76,71.78,52.51,81.43,31.17,35.53,27.07,19.43,54.49,53.62,17.9,28.98,NA,19.43,81.43,44.89,"Nederland"
"125","05-04",64.98,71.95,52.96,81.69,31.7,36.01,27.43,19.41,54.75,53.99,17.86,29.31,NA,19.41,81.69,45.17,"Nederland"
"126","05-05",65.15,72.16,53.4,81.96,32.21,36.63,27.7,19.92,54.98,54.35,17.8,29.7,NA,19.92,81.96,45.5,"Nederland"
"127","05-06",65.4,72.35,53.77,82.23,32.66,37.33,28.14,20.16,54.99,54.77,17.75,30.08,NA,20.16,82.23,45.8,"Nederland"
"128","05-07",65.66,72.53,54.19,82.53,32.95,37.91,28.59,20.88,55.1,55.15,17.76,30.57,NA,20.88,82.53,46.15,"Nederland"
"129","05-08",65.95,72.72,54.6,82.61,33.37,38.46,28.82,21.38,55.32,55.53,17.8,31.05,NA,21.38,82.61,46.47,"Nederland"
"130","05-09",66.19,72.9,55.02,82.81,33.9,39.01,29.02,21.79,55.65,56.03,17.94,31.46,NA,21.79,82.81,46.81,"Nederland"
"131","05-10",66.45,73.14,55.45,82.92,34.48,39.52,29.32,22.21,55.87,56.58,18.04,31.85,NA,22.21,82.92,47.15,"Nederland"
"132","05-11",66.68,73.37,55.88,83.08,35.02,40.11,29.72,22.67,56.2,57.11,18.09,32.12,NA,22.67,83.08,47.5,"Nederland"
"133","05-12",66.91,73.54,56.3,83.23,35.52,40.61,30.19,23.11,56.53,57.35,18.14,32.47,NA,23.11,83.23,47.83,"Nederland"
"134","05-13",67.15,73.76,56.67,83.34,36.04,41.09,30.66,23.53,56.82,57.71,18.26,32.86,NA,23.53,83.34,48.16,"Nederland"
"135","05-14",67.44,73.78,56.94,83.43,36.56,41.65,31.17,23.89,57.07,58.06,18.29,33.32,NA,23.89,83.43,48.47,"Nederland"
"136","05-15",67.73,73.96,57.33,83.49,37.05,42.21,31.52,24.35,57.3,58.46,18.32,33.82,NA,24.35,83.49,48.8,"Nederland"
"137","05-16",67.93,74.08,57.69,83.6,37.6,42.73,31.96,24.82,57.51,58.87,18.39,34.16,NA,24.82,83.6,49.11,"Nederland"
"138","05-17",68.16,74.22,57.93,83.78,38.18,43.16,32.44,25.29,57.74,59.28,18.39,34.56,NA,25.29,83.78,49.43,"Nederland"
"139","05-18",68.4,74.36,58.31,84,38.71,43.63,32.92,25.62,58.19,59.62,18.4,35.02,NA,25.62,84,49.76,"Nederland"
"140","05-19",68.64,74.57,58.75,84.09,39.12,44.14,33.44,25.99,58.65,59.9,18.38,35.44,NA,25.99,84.09,50.09,"Nederland"
"141","05-20",68.92,74.77,59.11,84.16,39.55,44.72,34.02,26.48,58.98,60.15,18.39,35.88,NA,26.48,84.16,50.43,"Nederland"
"142","05-21",69.2,74.98,59.41,84.25,40.02,45.36,34.67,26.98,59.27,60.47,18.42,36.38,NA,26.98,84.25,50.78,"Nederland"
"143","05-22",69.47,75.16,59.58,84.38,40.6,46,35.32,27.45,59.64,60.82,18.6,36.85,NA,27.45,84.38,51.16,"Nederland"
"144","05-23",69.75,75.34,59.69,84.62,41.15,46.55,35.92,27.83,59.99,61.12,18.82,37.23,NA,27.83,84.62,51.5,"Nederland"
"145","05-24",70.02,75.52,59.86,84.92,41.72,47.03,36.56,28.11,60.46,61.38,19.03,37.63,NA,28.11,84.92,51.85,"Nederland"
"146","05-25",70.3,75.6,60.17,85.25,42.3,47.61,37.28,28.66,60.98,61.57,19.18,38.06,NA,28.66,85.25,52.25,"Nederland"
"147","05-26",70.59,75.84,60.46,85.41,42.77,48.21,37.99,29.16,61.87,61.78,19.32,38.53,NA,29.16,85.41,52.66,"Nederland"
"148","05-27",70.89,76.07,60.79,85.63,43.16,48.74,38.7,29.7,61.96,62.04,19.55,38.98,NA,29.7,85.63,53.02,"Nederland"
"149","05-28",71.2,76.29,61.15,85.73,43.54,49.28,39.41,30.19,62.08,62.31,19.81,39.43,NA,30.19,85.73,53.37,"Nederland"
"150","05-29",71.51,76.47,61.52,85.84,43.97,49.82,40,30.28,62.54,62.57,20.08,39.83,NA,30.28,85.84,53.7,"Nederland"
"151","05-30",71.78,76.63,61.91,86.03,44.49,50.23,40.63,30.67,63.06,62.89,20.35,40.17,NA,30.67,86.03,54.07,"Nederland"
"152","05-31",72.01,76.75,62.29,86.34,45.01,50.42,41.16,30.87,63.56,63.19,20.6,40.58,NA,30.87,86.34,54.4,"Nederland"
"153","06-01",72.27,76.87,62.67,86.62,45.44,50.55,41.8,30.99,64.11,63.55,20.87,41.04,NA,30.99,86.62,54.73,"Nederland"
"154","06-02",72.62,77.18,63,86.7,45.86,50.63,42.44,31.57,64.62,63.9,21.12,41.47,NA,31.57,86.7,55.09,"Nederland"
"155","06-03",72.96,77.42,63.38,86.8,46.3,50.92,43.1,32.18,65.18,64.26,21.42,41.9,NA,32.18,86.8,55.48,"Nederland"
"156","06-04",73.27,77.64,63.75,86.89,46.78,51.39,43.77,32.62,65.7,64.61,21.74,42.38,NA,32.62,86.89,55.88,"Nederland"
"157","06-05",73.59,77.85,64.07,87.02,47.07,51.87,44.43,32.98,66.17,64.83,22.08,42.83,NA,32.98,87.02,56.23,"Nederland"
"158","06-06",73.9,78.09,64.46,87.15,47.51,52.23,45.08,33.38,66.65,65.23,22.41,43.3,NA,33.38,87.15,56.62,"Nederland"
"159","06-07",74.14,78.33,64.92,87.33,48.01,52.62,45.62,33.79,67.09,65.6,22.69,43.77,NA,33.79,87.33,56.99,"Nederland"
"160","06-08",74.4,78.63,65.36,87.52,48.45,52.95,46.17,34.27,67.51,65.89,23.03,44.07,NA,34.27,87.52,57.35,"Nederland"
"161","06-09",74.68,78.92,65.82,87.66,48.89,53.34,46.72,34.85,67.94,66.13,23.26,44.45,NA,34.85,87.66,57.72,"Nederland"
"162","06-10",74.91,79.24,66.19,87.81,49.3,53.63,47.33,35.46,68.39,66.31,23.56,44.85,NA,35.46,87.81,58.08,"Nederland"
"163","06-11",75.17,79.51,66.61,87.86,49.71,54.09,47.99,35.94,68.82,66.59,23.85,45.37,NA,35.94,87.86,58.46,"Nederland"
"164","06-12",75.47,79.69,66.9,87.98,50.07,54.55,48.57,36.32,69.23,66.88,24.19,45.91,NA,36.32,87.98,58.81,"Nederland"
"165","06-13",75.75,79.75,67.31,88.15,50.56,55.03,49.08,36.74,69.65,67.32,24.57,46.35,NA,36.74,88.15,59.19,"Nederland"
"166","06-14",76.01,79.92,67.66,88.34,51.08,55.44,49.43,37.24,70.1,67.75,24.88,46.77,NA,37.24,88.34,59.55,"Nederland"
"167","06-15",76.28,80.09,68.02,88.52,51.46,55.85,49.7,37.75,70.61,68.05,25.15,47.22,NA,37.75,88.52,59.89,"Nederland"
"168","06-16",76.56,80.25,68.4,88.69,51.77,56.27,50.01,38.33,71.09,68.32,25.48,47.67,NA,38.33,88.69,60.24,"Nederland"
"169","06-17",76.83,80.46,68.77,88.82,52.12,56.73,50.37,38.93,71.53,68.59,25.71,48.18,NA,38.93,88.82,60.59,"Nederland"
"170","06-18",77.1,80.61,69.02,88.87,52.52,57.39,50.7,39.46,71.84,68.89,25.99,48.7,NA,39.46,88.87,60.92,"Nederland"
"171","06-19",77.39,80.76,69.13,88.88,52.94,58.07,50.78,39.89,72.22,69.19,26.29,49.21,NA,39.89,88.88,61.23,"Nederland"
"172","06-20",77.69,80.86,69.3,88.89,53.34,58.74,50.77,40.37,72.56,69.58,26.62,49.66,NA,40.37,88.89,61.53,"Nederland"
"173","06-21",77.97,80.99,69.65,88.97,53.74,59.39,50.87,40.83,72.88,70.02,26.89,50.07,NA,40.83,88.97,61.86,"Nederland"
"174","06-22",78.25,81.16,70.05,89.08,53.97,60,51.05,41.39,73.35,70.32,27.17,50.54,NA,41.39,89.08,62.19,"Nederland"
"175","06-23",78.54,81.43,70.03,89.15,54.15,60.6,51.25,42,73.88,70.67,27.42,50.95,NA,42,89.15,62.51,"Nederland"
"176","06-24",78.8,81.7,70.29,89.14,54.31,61.16,51.7,42.62,74.21,71.01,27.7,51.44,NA,42.62,89.14,62.84,"Nederland"
"177","06-25",79.04,81.9,70.45,89.07,54.53,61.81,52.15,43.11,74.73,71.28,27.96,51.93,NA,43.11,89.07,63.16,"Nederland"
"178","06-26",79.33,82.08,70.67,89.05,54.83,62.47,52.46,43.64,75.22,71.62,28.3,52.42,NA,43.64,89.05,63.51,"Nederland"
"179","06-27",79.56,82.32,70.98,89.03,55.25,62.98,52.79,43.94,75.6,71.98,28.63,52.8,NA,43.94,89.03,63.82,"Nederland"
"180","06-28",79.79,82.53,71.22,89.15,55.68,63.4,53.13,44.51,76.08,72.38,28.87,53.28,NA,44.51,89.15,64.17,"Nederland"
"181","06-29",79.91,82.73,71.63,89.37,56.18,63.92,53.6,45.09,76.49,72.7,29.08,53.73,NA,45.09,89.37,64.54,"Nederland"
