"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"47","02-16",53.2,52.3,46.73,53.5,43.68,48.78,33.13,38.06,45.65,65.17,40.43,31.64,NA,33.13,65.17,46.0225,"EU"
"48","02-17",52.81,51.94,46.42,53.16,42.99,48.23,32.73,37.58,45.17,64.85,39.96,31.41,NA,32.73,64.85,45.6041666666667,"EU"
"49","02-18",52.52,51.71,45.86,52.85,42.27,47.71,32.48,37.1,45.27,64.47,39.51,31.18,NA,32.48,64.47,45.2441666666667,"EU"
"50","02-19",52.34,51.48,45.48,52.6,41.57,47.28,32.22,36.41,45.01,64.05,39.08,30.97,NA,32.22,64.05,44.8741666666667,"EU"
"51","02-20",52.08,51.05,44.82,52.34,40.9,47.02,31.79,35.73,44.72,63.7,38.82,30.81,NA,31.79,63.7,44.4816666666667,"EU"
"52","02-21",51.6,50.67,44.08,52.11,40.32,46.84,31.52,34.99,43.6,63.34,38.63,30.5,NA,31.52,63.34,44.0166666666667,"EU"
"53","02-22",51.03,50.34,43.31,51.94,39.79,46.59,31.26,34.21,43.53,63.12,38.27,30.18,NA,31.26,63.12,43.6308333333333,"EU"
"54","02-23",50.45,50.06,42.63,51.78,39.22,46.28,30.96,33.45,43.35,62.96,37.98,29.92,NA,30.96,62.96,43.2533333333333,"EU"
"55","02-24",49.87,49.85,42,51.54,38.63,45.9,30.57,32.77,43.17,62.66,37.79,29.68,NA,30.57,62.66,42.8691666666667,"EU"
"56","02-25",49.4,49.75,41.3,51.29,38.07,45.44,30.29,32.04,42.9,62.34,37.54,29.46,NA,30.29,62.34,42.485,"EU"
"57","02-26",49.07,49.65,40.65,51.02,37.55,45,30.1,31.05,42.73,61.83,37.3,29.3,NA,30.1,61.83,42.1041666666667,"EU"
"58","02-27",48.79,49.39,40.04,50.75,37.02,44.67,29.82,30.05,42.55,61.28,37.1,29.15,NA,29.82,61.28,41.7175,"EU"
"59","02-28",48.49,49.13,39.5,50.46,36.55,44.37,29.47,28.97,42.35,60.83,36.86,28.82,NA,28.97,60.83,41.3166666666667,"EU"
"60","02-29",NA,48.89,NA,NA,NA,43.94,NA,NA,NA,60.62,NA,NA,NA,NA,NA,NA,"EU"
"61","03-01",48.09,48.72,39.04,50.42,36.22,43.47,29.14,28,42.24,60.41,36.5,28.49,NA,28,60.41,40.895,"EU"
