"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"135","05-14",61.35,59.53,29.64,68.15,33.69,56.04,33.53,27.85,64.89,81.17,27.21,41.13,NA,27.85,81.17,48.68,"Duitsland"
"136","05-15",61.84,59.45,30.16,68.24,33.94,56.29,33.75,28.35,65.07,81.27,27.48,41.79,NA,28.35,81.27,48.97,"Duitsland"
"137","05-16",62.15,59.49,30.62,68.43,34.26,56.53,33.95,28.78,65.22,81.52,27.76,42.23,NA,28.78,81.52,49.24,"Duitsland"
"138","05-17",62.6,59.7,31.05,68.69,34.62,56.74,34.17,29.25,65.42,81.87,27.89,42.66,NA,29.25,81.87,49.56,"Duitsland"
"139","05-18",63.02,59.96,31.64,68.99,34.81,56.99,34.45,29.67,65.85,82.11,27.97,43.13,NA,29.67,82.11,49.88,"Duitsland"
"140","05-19",63.5,60.54,32.24,69.2,34.95,57.26,34.74,30.09,66.3,82.28,28.07,43.55,NA,30.09,82.28,50.23,"Duitsland"
"141","05-20",63.95,61.09,32.77,69.42,35.03,57.56,35.13,30.6,66.62,82.46,28.34,43.97,NA,30.6,82.46,50.58,"Duitsland"
"142","05-21",64.41,61.55,33.11,69.58,35.14,58.03,35.54,31.16,66.92,82.78,28.69,44.72,NA,31.16,82.78,50.97,"Duitsland"
"143","05-22",64.93,61.95,33.29,69.75,35.36,58.52,35.86,31.73,67.24,83.19,28.96,45.39,NA,31.73,83.19,51.35,"Duitsland"
"144","05-23",65.4,62.35,33.29,69.92,35.75,58.82,36.24,32.26,67.54,83.55,29.26,45.95,NA,32.26,83.55,51.69,"Duitsland"
"145","05-24",65.91,62.72,33.17,69.98,36.17,59.03,36.66,32.65,67.89,83.84,29.53,46.34,NA,32.65,83.84,51.99,"Duitsland"
"146","05-25",66.37,62.98,33.32,70.27,36.6,59.25,37.15,33.14,68.31,84.12,29.64,46.8,NA,33.14,84.12,52.33,"Duitsland"
"147","05-26",66.86,63.28,33.42,70.49,36.83,59.61,37.64,33.72,68.81,84.27,29.75,47.29,NA,33.42,84.27,52.66,"Duitsland"
"148","05-27",67.31,63.57,33.61,70.69,36.97,59.93,38.28,34.35,69.25,84.27,29.78,47.85,NA,33.61,84.27,52.99,"Duitsland"
"149","05-28",67.81,63.87,33.88,70.71,37.18,60.2,38.94,34.89,69.57,84.22,29.93,48.33,NA,33.88,84.22,53.29,"Duitsland"
"150","05-29",68.34,64.18,34.11,70.93,37.45,60.5,39.43,35.38,69.84,84.28,30.27,48.8,NA,34.11,84.28,53.63,"Duitsland"
"151","05-30",68.69,64.5,34.37,71.13,37.86,57.98,39.81,35.79,70.34,84.53,30.69,49,NA,34.37,84.53,53.72,"Duitsland"
"152","05-31",69.1,64.84,34.65,71.41,38.27,59.45,40.13,36.14,70.86,84.77,31.02,49.17,NA,34.65,84.77,54.15,"Duitsland"
"153","06-01",68.48,65.14,35.01,71.74,38.49,61.46,40.51,36.42,71.51,85.03,31.43,49.52,NA,35.01,85.03,54.56,"Duitsland"
"154","06-02",68.69,65.51,35.27,72.03,38.72,61.58,40.96,36.86,72.19,85.17,31.92,49.95,NA,35.27,85.17,54.9,"Duitsland"
"155","06-03",68.92,65.84,35.31,72.32,39.01,61.7,41.65,37.32,72.71,85.31,32.39,50.48,NA,35.31,85.31,55.25,"Duitsland"
"156","06-04",69.23,66.11,35.54,72.39,39.28,61.94,42.34,37.67,73.19,85.43,32.81,51.18,NA,35.54,85.43,55.59,"Duitsland"
"157","06-05",69.58,66.35,35.84,72.51,39.58,62.16,42.89,37.86,73.63,85.5,33.31,51.86,NA,35.84,85.5,55.92,"Duitsland"
"158","06-06",69.85,66.55,36.23,72.75,39.96,62.3,43.3,38.2,73.95,85.71,33.81,52.53,NA,36.23,85.71,56.26,"Duitsland"
"159","06-07",70.16,66.76,36.81,73.11,40.32,62.45,43.7,38.52,74.38,85.9,34.11,52.97,NA,36.81,85.9,56.6,"Duitsland"
"160","06-08",70.44,67.11,37.47,73.48,40.58,62.58,44.1,38.8,74.83,85.69,34.37,53.23,NA,37.47,85.69,56.89,"Duitsland"
"161","06-09",70.41,67.41,38.14,73.81,40.77,62.8,44.54,39.18,75.27,85.73,34.51,53.46,NA,38.14,85.73,57.17,"Duitsland"
"162","06-10",70.72,67.73,38.69,74.07,40.95,62.97,45.09,39.58,75.69,85.72,34.73,53.84,NA,38.69,85.72,57.48,"Duitsland"
"163","06-11",71.05,67.96,39.14,74.18,41.16,63.27,45.68,39.91,76,85.85,34.97,54.51,NA,39.14,85.85,57.81,"Duitsland"
"164","06-12",71.46,68.11,39.45,74.26,41.44,63.53,46.1,40.29,76.35,86.03,35.35,55.2,NA,39.45,86.03,58.13,"Duitsland"
"165","06-13",71.86,68.15,39.78,74.43,41.79,63.85,46.47,40.65,76.66,86.32,35.75,55.53,NA,39.78,86.32,58.44,"Duitsland"
"166","06-14",72.33,68.23,40.13,74.64,42.12,64.11,46.74,41.06,76.99,86.65,36.06,55.91,NA,40.13,86.65,58.75,"Duitsland"
