"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"162","06-10",NA,NA,NA,49.49,58.54,55.36,44.31,43.1,52.57,47.95,41.84,25.97,NA,43.1,58.54,46.2,"Hongarije"
"163","06-11",NA,NA,NA,49.94,58.91,55.75,44.97,43.48,53.15,48.5,42.33,26.37,NA,43.48,58.91,46.68,"Hongarije"
"164","06-12",NA,NA,NA,50.4,59.36,56.15,45.51,43.62,53.74,49.14,42.83,26.8,NA,43.62,59.36,47.14,"Hongarije"
"165","06-13",NA,NA,NA,50.89,59.76,56.53,45.92,43.94,54.33,49.67,43.52,27.02,NA,43.94,59.76,47.59,"Hongarije"
"166","06-14",NA,NA,NA,51.46,60.09,56.96,46.35,44.28,54.92,50.17,44.03,23.6,NA,44.28,60.09,47.55,"Hongarije"
"167","06-15",NA,NA,NA,51.99,60.47,57.3,46.83,44.63,55.53,50.55,44.43,23.98,NA,44.63,60.47,47.96,"Hongarije"
"168","06-16",NA,NA,NA,52.45,60.92,57.66,47.39,45.12,56.12,51.02,44.51,24.35,NA,45.12,60.92,48.39,"Hongarije"
"169","06-17",NA,NA,NA,52.92,61.28,58.03,48.18,45.65,56.71,51.48,44.51,24.52,NA,45.65,61.28,48.8,"Hongarije"
"170","06-18",NA,NA,NA,53.38,61.66,58.41,48.95,46.04,57.3,51.95,44.52,24.94,NA,46.04,61.66,49.22,"Hongarije"
"171","06-19",NA,NA,NA,53.89,62.06,58.81,49.27,46.33,57.83,52.43,44.53,25.44,NA,46.33,62.06,49.59,"Hongarije"
"172","06-20",NA,NA,NA,54.36,62.46,59.24,49.58,46.61,58.34,52.95,44.55,25.68,NA,46.61,62.46,49.93,"Hongarije"
"173","06-21",NA,NA,NA,54.86,62.88,59.63,49.95,46.92,58.84,53.49,45.11,25.68,NA,46.92,62.88,50.31,"Hongarije"
"174","06-22",NA,NA,NA,55.36,63.3,60.03,50.29,47.37,59.48,54.04,45.63,27.14,NA,47.37,63.3,50.91,"Hongarije"
"175","06-23",NA,NA,NA,55.84,63.66,60.38,50.76,47.84,60.15,54.66,46.09,27.14,NA,47.84,63.66,51.34,"Hongarije"
"176","06-24",NA,NA,NA,56.3,64.03,60.71,51.39,48.32,60.66,54.9,46.56,27.14,NA,48.32,64.03,51.71,"Hongarije"
"177","06-25",NA,NA,NA,56.81,64.34,61.08,52.04,48.78,61.18,55.26,46.91,27.14,NA,48.78,64.34,52.09,"Hongarije"
"178","06-26",NA,NA,NA,57.27,64.73,61.45,52.47,49.07,61.67,55.75,47.36,27.16,NA,49.07,64.73,52.46,"Hongarije"
"179","06-27",NA,NA,NA,57.78,65.14,61.87,52.9,49.3,62.14,56.49,47.71,27.51,NA,49.3,65.14,52.88,"Hongarije"
"180","06-28",NA,NA,NA,58.25,65.57,62.25,53.39,49.53,62.64,57.21,48.06,29.88,NA,49.53,65.57,53.57,"Hongarije"
"181","06-29",NA,NA,NA,58.7,65.95,62.72,53.81,49.78,63.3,57.91,48.46,30.27,NA,49.78,65.95,54.02,"Hongarije"
